index,121,128,135,142,149,156,163,170,177,184,191,198,205,212,219,226,233,240,247,254,261,268,275,282,289,296,culture
0,1186.8440366513694,2044.0,568.0,3021.2991041149494,2663.1986155795257,1969.7188207760487,1953.0,3408.0,3487.5186726237403,4254.143729614438,3784.7404978925583,4101.208823567571,3824.0,1528.666606983976,2023.1768994094605,3398.514104753392,1704.0,1088.0,1046.0660343524328,3487.0623106454973,1276.811782997716,1381.0,1143.0,1248.464789570876,3625.436865485916,2967.358085734764,овощи
1,2166.4011095220003,2296.0,1938.0,3271.663104298189,3231.026572521397,3419.1421593371315,3507.0,2580.0,2117.8377850858187,2202.1669590311863,1193.7731981844354,4181.999167109215,2227.0,3014.417989398141,1278.9968916793762,3357.317289420905,2450.0,1395.0,827.2278227076229,1023.730489865972,1440.0350088033567,1347.0,1658.0,1729.3041013217262,3377.2315131593705,2416.8743072735388,соя
2,1139.4658434338735,2071.0,729.0,3983.762791029081,3353.4845504071404,3152.185512634029,1916.0,3729.0,3277.9824813525443,4771.586081221215,3818.731153353668,4308.066398728917,4021.0,1653.1050937464747,2125.0097831127136,3425.048738842669,1771.0,1091.0,1145.8259750827729,3325.0276015104173,1433.3025508083992,1766.0,1150.0,1225.8758008893883,3844.149950537429,4698.097724093813,овощи
3,1115.1936496887265,2089.0,716.0,3727.695726445359,3290.513131705253,3212.763058871486,1963.0,3684.0,3653.580685546771,4639.600532736768,3827.2297821304896,4183.980713447006,4129.0,1670.858006102974,1936.5612074112275,3464.386469373549,1784.0,1092.0,1086.742139020536,3420.545368655204,1419.308793414221,1355.0,1205.0,1261.5072541675302,3658.058221768558,4143.335046371132,овощи
4,1005.5573103629996,2148.0,652.0,2502.9253488472605,2911.3853191524163,2688.055407431944,5628.0,2793.0,7073.598823140368,2822.5115380236966,3136.3504925335,1221.8505031874392,1262.0,1789.437649003722,707.1908223004374,4402.7254620572685,3801.0,1310.0,2598.0873149633708,2823.1133245262326,1160.2776911783596,1218.0,175.0,1340.1272291119942,2442.29991239567,3748.059839578966,соя
5,2581.0071513431094,2447.0,2795.0,3015.227647728788,1836.0122828083925,2892.1000931581907,4707.0,3326.0,3595.8023869540502,2397.194250737759,3376.105028956314,4113.238027961009,3615.0,3215.990631485072,766.2616036245256,3219.917463276664,3426.0,1278.0,900.446451153575,1495.5661214079385,1310.9290649771756,1179.0,1669.0,1404.9757850509618,2655.773019571145,1475.7972470476147,кукуруза
6,2650.246342481268,2566.0,2534.0,3012.647861731936,1794.8069698394957,2784.366876652832,4484.0,3450.0,3186.548609115513,2073.3788008044903,3025.903428464774,2953.28824324923,3674.0,2678.536628315638,848.9341507379083,2589.885313511093,3502.0,1286.0,784.6232225667782,1285.8803439565395,1156.248914723535,967.0,1336.0,1457.6445064998172,2946.67378585862,1469.6635215394754,кукуруза
7,1079.656273679993,2023.0,708.0,3917.755321156548,3138.4174955450003,553.0436666771328,2542.0,3542.0,3325.3925770047563,4461.49905742339,3810.574945844165,3820.259064164953,3775.0,1543.6255046116105,1649.9298683440588,3455.273262482117,1741.0,1117.0,1191.4646729150386,3325.3761036841343,1590.1223439709215,2382.0,1220.0,1299.7828653964675,3507.3885878235856,4293.544977854834,овощи
8,1672.714689934223,2119.0,2809.0,3034.6229718543063,2246.9435464436965,3421.3663994032963,4799.0,3101.0,2032.2911482109728,2829.6272714252696,893.7213927403335,3751.3077571789327,3188.0,2933.024201815697,1381.2855552379422,3920.504460416296,3219.0,1333.0,807.0759826922304,1317.286222994462,1553.2804618832045,1704.0,4222.0,1709.326930070981,2428.8869832497294,1699.7978925184066,соя
